 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Óbitos por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2008/Jan";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"352360 Itirapina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;1;1;-;1;-;-;2;-;1;1;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;-;-;1;1;-;-;-;1;-;-;-;1;-;24
"352370 Itirapuã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"352380 Itobi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;2;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;1;-;-;-;1;-;1;-;-;-;-;2;-;-;1;-;2;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;28
"352390 Itu";-;-;-;-;-;-;2;-;-;1;2;-;1;-;1;-;2;1;3;-;2;-;1;2;3;-;4;-;-;-;2;-;4;3;1;-;1;3;-;-;1;-;3;2;-;1;2;1;3;1;2;1;1;1;3;-;-;6;4;2;3;-;-;1;-;3;1;-;2;2;2;-;2;2;-;3;3;2;-;2;1;2;-;1;2;-;3;-;-;-;3;2;4;1;1;2;1;3;1;-;-;2;3;3;4;3;3;2;5;2;155
"352400 Itupeva";-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;-;1;1;1;-;-;-;-;1;2;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;1;-;-;-;1;1;1;-;-;2;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;1;-;2;-;-;1;-;-;-;-;1;2;1;-;1;-;1;2;-;-;-;2;1;-;-;-;-;2;1;-;-;1;44
"352410 Ituverava";-;-;-;-;-;-;-;1;2;1;-;-;-;-;1;-;1;1;1;2;-;-;1;-;-;-;-;1;-;3;1;-;-;-;1;-;-;-;2;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;2;-;1;-;-;-;1;-;1;-;2;-;-;1;-;1;-;1;1;1;1;-;-;1;2;-;-;2;2;-;-;-;1;-;2;1;2;1;-;1;1;-;-;-;-;-;-;54
"352420 Jaborandi";-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;18
"352430 Jaboticabal";-;-;-;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;1;1;1;-;-;-;-;1;-;2;2;-;-;-;-;-;-;-;-;1;1;-;1;2;-;1;3;1;2;1;-;1;1;1;2;2;1;3;1;3;2;-;2;-;-;2;1;-;-;-;2;1;-;1;1;2;3;1;2;2;1;2;-;2;1;4;1;3;-;2;4;-;4;1;4;2;2;1;1;1;3;3;2;5;-;-;3;2;6;1;3;1;127
"352440 Jacareí";-;-;-;-;1;2;5;2;7;6;4;4;5;5;6;2;1;6;6;3;6;6;2;1;3;6;4;5;5;4;7;6;3;4;4;6;4;6;2;2;-;4;2;2;8;1;4;3;10;5;3;5;2;5;3;4;6;5;6;7;6;4;3;7;3;3;6;6;3;6;6;3;6;1;2;5;7;4;2;5;3;4;7;3;9;5;7;3;3;1;3;2;4;5;4;5;6;2;5;6;7;5;1;-;6;4;3;13;13;5;468
"352450 Jaci";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352460 Jacupiranga";-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"352470 Jaguariúna";-;-;-;-;-;-;1;1;1;4;3;-;3;1;-;-;-;2;1;1;1;-;2;2;4;-;1;1;1;1;1;1;1;1;2;-;3;1;-;1;2;-;3;1;1;-;-;-;1;1;1;1;2;1;1;-;2;2;1;-;-;3;-;-;1;-;1;-;-;-;-;1;1;-;-;-;1;-;-;-;2;-;2;1;-;-;1;1;-;-;1;-;-;-;-;2;1;-;1;2;-;-;-;-;1;-;1;1;-;-;87
"352480 Jales";-;-;-;-;-;-;-;-;-;1;-;1;1;2;1;1;-;1;-;2;-;4;2;-;1;3;1;1;1;-;-;3;1;-;1;-;-;-;1;-;-;-;1;-;-;1;2;1;2;2;1;-;2;-;-;1;1;1;3;-;2;-;1;1;-;2;1;1;-;1;2;1;2;1;2;1;2;-;-;4;-;-;1;-;-;-;4;-;2;-;2;1;2;1;1;-;1;-;2;-;2;-;1;1;-;1;1;1;1;3;99
"352490 Jambeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352500 Jandira";-;-;-;-;-;-;2;2;2;-;-;1;2;1;2;-;-;-;-;3;1;1;1;1;-;2;-;2;3;-;3;1;-;1;1;2;-;-;1;1;-;1;3;1;3;1;2;1;2;1;2;-;1;1;3;4;1;-;2;2;-;1;1;1;2;-;-;1;1;2;-;-;-;2;3;1;2;-;4;2;-;6;2;2;3;1;-;-;-;1;2;2;-;1;1;1;2;1;3;-;4;2;-;3;2;3;1;3;-;-;136
"352510 Jardinópolis";-;-;-;-;-;-;2;-;-;1;1;1;-;2;3;-;1;-;-;-;-;1;1;-;1;1;1;-;-;1;1;-;1;-;2;-;2;-;1;1;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;3;-;3;-;1;1;-;-;-;-;-;-;2;-;1;1;1;-;-;-;2;2;1;-;-;-;-;-;1;1;-;-;-;-;1;1;-;1;1;-;1;-;-;-;2;2;2;-;-;-;-;1;2;-;-;63
"352520 Jarinu";-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;1;1;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;1;2;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;1;2;-;-;1;1;33
"352530 Jaú";-;-;-;-;2;1;1;-;2;1;-;1;-;2;3;-;3;4;1;-;3;-;4;3;2;1;3;3;2;1;2;2;-;2;1;2;1;4;1;3;2;1;2;1;2;3;1;2;-;2;1;3;4;6;3;3;3;3;1;-;3;4;5;6;2;4;3;1;5;1;5;5;7;5;4;3;3;3;3;2;2;3;8;6;5;3;6;6;3;3;1;1;7;2;2;7;-;3;4;3;1;2;1;2;4;1;5;4;5;2;280
"352540 Jeriquara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;6
"352550 Joanópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;1;-;2;-;-;-;20
"352560 João Ramalho";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;10
"352570 José Bonifácio";-;-;-;-;-;1;-;-;2;1;-;1;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;1;1;-;-;-;1;1;-;-;-;1;-;-;-;-;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;29
"352580 Júlio Mesquita";-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;8
"352585 Jumirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;5
"352590 Jundiaí";-;-;-;-;-;5;3;5;4;1;10;-;2;1;5;3;1;2;2;4;2;4;6;9;2;1;3;8;3;4;7;1;4;4;3;5;5;1;6;3;6;6;-;2;6;5;4;10;8;3;5;6;2;4;7;7;7;6;9;7;5;3;6;2;1;10;5;2;7;7;2;9;10;9;7;5;7;8;12;2;5;5;9;8;4;6;1;4;7;9;6;4;5;5;6;7;3;3;4;4;5;6;9;5;6;8;9;6;16;6;539
"352600 Junqueirópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;1;1;-;1;-;-;1;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;1;-;-;-;-;2;-;1;-;1;-;-;1;1;-;-;2;-;-;-;-;1;1;31
"352610 Juquiá";-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;1;-;-;1;-;-;-;-;-;-;1;1;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;2;-;-;1;-;22
"352620 Juquitiba";-;-;1;-;-;-;1;-;1;1;1;1;1;1;-;-;-;1;1;-;-;1;1;1;-;-;-;-;1;1;-;1;1;-;1;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;1;-;1;-;2;-;-;-;-;-;-;1;-;-;-;-;36
"352630 Lagoinha";-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352640 Laranjal Paulista";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;2;1;-;-;-;-;1;1;-;-;1;-;1;-;-;1;-;1;-;-;1;-;-;-;-;1;-;2;1;-;-;-;1;2;1;-;-;-;-;-;1;-;1;3;-;1;-;-;-;2;-;3;-;1;1;-;1;-;-;1;-;-;-;-;1;3;1;1;1;-;1;1;50
"352650 Lavínia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;2;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;17
"352660 Lavrinhas";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;1;1;-;1;2;-;16
"352670 Leme";-;-;-;-;-;2;2;5;2;2;2;1;1;-;1;3;1;5;1;4;2;1;2;2;3;3;3;2;2;2;1;-;3;1;1;2;-;3;2;1;1;3;5;2;4;1;3;2;2;-;2;-;1;-;-;1;3;1;-;3;2;2;-;3;-;1;3;2;3;1;2;-;2;2;2;1;-;1;-;-;4;4;-;3;4;3;2;2;1;-;4;5;8;2;1;2;2;2;2;-;-;-;-;-;3;2;-;2;-;1;188
"352680 Lençóis Paulista";-;-;-;-;-;1;1;-;2;-;-;-;1;-;-;1;-;-;-;-;2;1;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;1;2;1;-;-;-;-;-;1;-;-;1;-;-;-;1;3;1;-;-;-;1;1;-;-;1;-;1;-;-;2;-;1;1;1;1;-;-;-;-;1;1;-;-;-;-;2;1;-;-;-;2;-;2;1;-;2;-;1;2;-;2;-;-;2;-;-;-;-;53
"352690 Limeira";-;-;-;-;1;2;6;7;5;7;3;-;7;3;6;4;6;5;1;4;2;2;3;7;7;2;3;4;3;5;8;4;6;3;5;3;7;4;1;-;3;4;7;4;8;3;3;4;4;1;2;-;2;4;2;3;4;8;5;3;1;1;-;3;2;4;1;4;3;3;7;4;3;6;4;3;4;2;-;3;2;8;5;7;10;10;5;2;5;6;9;3;6;5;7;9;6;2;4;3;4;2;7;1;3;2;8;9;5;2;435
"352700 Lindóia";-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;1;-;-;1;-;1;-;-;-;-;-;12
"352710 Lins";-;-;-;-;1;-;-;-;-;-;1;1;1;1;1;2;2;-;1;-;-;1;-;-;-;-;2;-;2;-;-;-;1;1;-;-;-;1;3;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;1;-;1;4;1;1;-;2;-;1;-;-;1;1;-;-;1;3;-;-;-;1;-;-;1;1;1;2;-;-;1;-;-;2;1;-;1;-;-;-;-;-;2;-;1;1;-;1;5;3;4;3;1;75
"352720 Lorena";-;-;-;-;-;-;3;3;-;2;2;-;2;1;5;2;2;1;1;2;1;2;-;2;2;-;1;-;-;-;1;-;1;-;-;-;1;1;2;1;2;-;1;2;-;-;1;1;-;1;1;-;2;-;2;-;1;2;2;1;3;3;2;1;1;2;2;2;1;1;3;1;-;3;-;-;1;1;-;-;1;1;2;3;1;1;-;2;1;3;3;2;1;3;1;-;1;5;1;1;2;1;1;3;1;2;3;4;8;7;152
"352725 Lourdes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352730 Louveira";-;-;-;-;-;-;1;-;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;2;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;2;-;-;1;-;1;2;-;-;-;-;-;-;-;1;-;1;-;-;1;-;1;-;1;1;1;1;1;2;-;3;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;1;3;1;-;1;1;-;47
"352740 Lucélia";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;16
"352760 Luís Antônio";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;1;-;-;1;1;-;18
"352770 Luiziânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352780 Lupércio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"352790 Lutécia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"352800 Macatuba";-;-;-;-;-;-;1;3;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;1;1;1;-;1;-;1;-;1;3;-;-;-;-;-;1;-;-;1;1;-;1;-;-;-;1;2;1;-;-;-;1;-;-;-;-;1;1;1;-;-;1;1;-;4;1;-;1;2;-;45
"352810 Macaubal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;16
"352820 Macedônia";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"352830 Magda";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"352840 Mairinque";-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;1;-;1;-;-;-;1;-;1;-;-;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;2;-;1;-;-;-;1;1;-;1;-;1;-;-;-;-;1;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;1;-;-;32
"352850 Mairiporã";-;-;-;-;-;-;-;1;2;-;-;1;-;1;-;1;1;3;-;-;1;-;-;-;2;-;-;-;1;1;-;2;-;-;2;2;1;1;2;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;1;-;-;1;-;1;-;-;-;1;-;-;1;3;6;-;-;-;2;1;-;-;-;-;2;-;-;1;-;1;-;-;1;-;1;1;1;1;-;-;-;1;1;-;2;1;1;-;-;-;1;-;-;-;63
"352860 Manduri";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;10
"352870 Marabá Paulista";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;7
"352880 Maracaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;21
"352885 Marapoama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
