 Morbidade Hospitalar do SUS - por local de residência - São Paulo
Internações por Município e Ano/mês atendimento
Lista Morb  CID-10: Outras tuberculoses respiratórias, Restante de tuberculose respiratória, Outras neopl malig órg respirat e intratorácicos, Outras doenças do trato respiratório superior, Outras doenças do aparelho respiratório, Outros transt respiratórios orig período perinatal
Período:Jan/2012-Ago/2020
"Município";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"Total"
"353340 Nova Odessa";-;-;-;-;-;-;2;4;7;7;9;8;6;10;14;8;5;12;5;5;7;14;8;5;6;6;16;6;3;6;4;4;9;7;8;6;12;8;-;6;7;6;7;1;5;2;9;4;5;7;2;10;3;7;5;1;3;5;6;6;4;7;9;4;4;6;6;3;3;5;9;7;6;5;5;6;3;4;5;3;2;8;12;11;7;7;6;5;1;4;6;7;3;3;6;7;9;6;10;7;1;4;5;3;4;6;5;15;5;23;9;655
"353325 Novais";-;-;-;-;-;-;-;1;3;-;-;-;2;1;-;-;3;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;-;1;-;1;-;1;-;-;1;-;-;-;1;1;-;-;-;-;2;-;-;1;2;1;-;-;-;2;1;-;-;2;1;1;-;-;-;-;1;2;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;2;-;-;1;-;-;-;1;1;-;-;1;-;2;51
"353350 Novo Horizonte";-;-;-;-;-;-;2;3;2;2;5;4;3;7;2;-;3;4;1;3;4;5;2;3;6;2;1;3;1;5;2;4;4;3;3;1;5;1;-;3;3;1;5;2;3;2;3;6;1;4;5;3;3;5;-;5;2;1;1;4;3;1;5;4;3;1;2;5;3;2;8;6;7;2;3;6;3;5;3;5;3;4;4;1;3;2;6;6;4;3;6;1;1;3;5;7;4;4;5;7;2;4;10;9;5;6;1;4;2;5;-;362
"353360 Nuporanga";-;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;1;-;2;-;2;-;-;-;1;1;1;-;2;-;-;-;-;1;1;-;1;1;1;-;1;-;-;-;-;-;-;1;2;-;-;-;1;1;2;-;-;-;-;1;-;1;-;-;1;2;-;1;-;3;-;1;1;-;1;-;-;1;-;-;1;-;-;-;1;-;1;-;-;1;1;3;-;-;1;1;1;1;-;-;-;1;2;-;-;-;1;-;1;-;56
"353370 Ocauçu";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;2;3;1;1;-;-;1;-;-;1;-;-;2;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;4;3;-;2;1;-;-;-;-;-;1;-;1;1;2;-;1;-;-;-;-;-;1;1;1;-;2;1;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;3;-;2;1;1;-;2;1;3;-;-;58
"353380 Óleo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;1;2;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;2;-;2;1;-;-;-;1;-;-;-;1;-;-;-;1;1;2;1;-;-;-;-;-;1;1;-;3;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;32
"353390 Olímpia";-;-;-;-;-;2;4;6;6;3;10;13;11;16;17;11;11;6;4;4;4;9;12;12;11;8;9;5;8;10;6;10;15;16;11;10;16;12;10;19;12;7;11;15;16;5;8;7;10;18;9;7;7;3;13;7;9;14;6;11;13;7;10;17;11;2;4;4;9;8;4;4;8;10;7;9;5;5;6;3;5;4;1;5;6;7;5;3;7;2;5;6;3;5;3;3;1;7;3;1;4;7;3;7;12;11;3;4;4;8;-;823
"353400 Onda Verde";-;-;-;-;-;-;1;-;1;1;2;-;2;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;2;-;1;-;-;-;1;1;-;-;-;-;-;-;1;-;2;1;-;1;-;-;2;2;-;-;-;1;1;1;-;-;1;-;-;-;-;-;1;1;-;-;4;1;-;-;-;-;-;1;2;-;2;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;1;1;-;-;-;1;-;-;1;-;48
"353410 Oriente";-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;2;2;1;-;1;-;-;1;-;-;3;-;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;3;-;1;1;2;-;1;1;1;-;1;-;1;-;1;-;1;1;-;-;-;-;-;1;2;2;2;1;-;1;1;2;-;1;-;-;-;1;-;1;1;1;-;-;-;1;-;2;-;-;-;1;-;-;-;54
"353420 Orindiúva";-;-;-;-;-;-;-;-;1;1;1;1;-;-;-;1;2;-;1;-;-;1;-;-;2;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;3;-;-;-;2;-;1;-;-;-;-;-;1;-;-;1;2;-;-;1;-;1;-;3;-;-;-;-;-;3;1;-;3;2;2;2;2;-;4;-;-;1;-;-;1;-;-;-;1;1;-;1;1;1;-;-;1;-;-;-;2;-;1;1;-;-;-;-;61
"353430 Orlândia";-;-;-;-;-;-;-;5;2;3;2;5;4;12;3;6;3;3;2;4;4;2;4;4;2;6;3;3;3;-;2;2;1;3;1;3;5;4;1;2;3;2;3;3;5;4;3;6;4;2;5;4;10;3;3;7;3;7;3;5;2;6;6;3;4;2;2;6;5;6;6;4;5;1;6;6;6;5;3;6;6;5;4;10;14;5;4;4;5;6;7;4;4;4;4;5;8;4;3;5;5;5;-;6;4;3;7;2;3;1;-;431
"353440 Osasco";-;-;-;1;5;17;47;68;63;70;58;68;62;67;44;51;49;55;44;46;51;46;60;63;40;74;57;62;75;54;51;67;47;72;75;70;79;78;81;71;111;89;72;67;51;68;53;63;54;43;36;36;36;37;57;56;41;48;48;50;52;46;51;50;61;74;62;47;57;61;58;62;59;58;59;63;53;56;39;53;57;52;68;64;51;45;54;63;65;49;75;55;54;72;52;81;58;58;58;61;73;74;65;67;51;95;146;120;116;91;72;6487
"353450 Oscar Bressane";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;2;1;-;-;2;-;1;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-;2;-;-;-;1;-;-;1;-;-;1;1;1;-;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;31
"353460 Osvaldo Cruz";-;-;-;-;-;-;1;3;1;1;4;5;1;1;3;2;2;5;1;2;1;2;3;3;1;3;1;-;3;1;-;2;2;4;1;4;2;4;-;-;4;3;2;1;-;2;2;2;4;-;4;2;-;2;1;1;5;3;9;6;2;3;5;4;5;1;1;1;3;2;2;-;3;3;3;5;2;1;3;2;-;6;3;2;4;3;-;6;3;4;3;1;2;1;5;1;2;4;6;4;2;1;2;1;1;3;2;3;4;2;-;254
"353470 Ourinhos";-;-;-;-;1;14;4;20;14;16;8;15;7;14;6;11;12;11;10;10;15;13;13;20;13;11;18;9;11;9;14;8;10;14;12;7;10;17;15;11;12;6;7;12;11;5;10;11;7;13;19;16;7;9;9;10;11;19;11;12;9;12;9;8;7;10;11;5;9;9;7;6;13;13;10;16;13;13;12;11;4;11;13;15;16;12;12;9;10;11;10;17;22;14;9;8;16;11;16;12;21;22;24;27;24;27;26;15;14;16;4;1311
"353480 Ouro Verde";-;-;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;2;1;1;1;-;1;1;2;-;1;1;2;-;1;1;1;-;2;-;-;-;4;2;2;2;1;1;3;-;1;2;-;-;-;7;-;-;-;-;-;1;-;-;1;-;1;2;1;2;1;-;1;1;1;-;2;3;1;1;1;-;-;1;-;1;1;1;-;1;-;-;-;1;1;1;1;1;-;1;1;1;1;-;1;2;-;1;2;1;-;2;-;-;-;90
"353475 Ouroeste";-;-;-;-;-;-;2;-;1;1;1;1;1;-;1;1;-;-;1;2;2;1;2;1;1;-;1;3;1;-;-;1;-;1;-;1;-;-;1;1;-;1;1;-;-;2;-;1;3;1;1;1;1;-;1;-;1;2;-;2;2;3;-;-;-;-;-;-;-;1;3;1;2;1;1;1;-;1;1;-;-;2;-;-;1;-;1;5;2;3;1;1;-;1;1;1;1;1;-;1;-;1;1;-;-;-;1;2;3;3;1;98
"353490 Pacaembu";-;-;-;-;-;-;2;-;-;2;-;2;-;-;-;-;1;1;-;1;1;1;2;-;-;1;-;1;1;-;-;3;1;3;1;-;2;2;2;3;1;1;1;-;-;1;-;1;-;2;1;2;1;-;-;5;3;-;3;-;1;1;-;-;-;-;2;-;1;1;2;-;-;-;1;1;-;1;1;1;2;-;1;1;2;2;1;-;2;1;1;1;-;1;-;1;-;-;2;4;1;1;1;-;1;-;1;2;2;1;-;100
"353500 Palestina";-;-;-;-;-;-;1;1;2;-;1;-;1;-;1;1;1;2;1;-;2;3;3;-;2;3;2;2;1;-;-;1;1;1;-;1;1;1;2;2;1;-;-;1;-;3;-;-;2;-;2;2;2;-;2;-;-;2;1;-;-;-;2;-;1;-;1;1;2;1;-;-;-;-;1;-;1;-;-;-;-;1;1;1;1;2;2;1;-;-;-;1;1;5;-;-;2;7;2;1;3;2;2;-;-;2;-;-;3;-;-;108
"353510 Palmares Paulista";-;-;-;-;-;-;1;-;-;-;-;-;-;3;1;-;1;2;1;2;-;-;-;-;-;-;-;2;2;1;-;-;-;-;2;-;-;-;-;-;1;1;1;1;1;-;1;-;1;1;1;1;1;1;-;-;-;-;1;1;1;-;1;1;1;1;-;1;1;2;2;2;2;1;-;-;3;-;1;-;3;1;2;-;-;-;2;2;1;2;-;-;1;1;1;1;-;1;1;1;3;1;1;6;2;1;-;-;-;1;4;91
"353520 Palmeira d'Oeste";-;-;-;-;-;-;-;1;5;2;-;1;2;1;1;1;2;2;2;1;-;1;-;2;-;2;-;1;-;-;1;1;-;1;-;2;-;2;1;-;6;1;1;2;-;2;4;1;1;2;2;2;1;1;5;1;1;3;1;1;1;1;2;2;3;4;2;3;3;1;4;2;1;1;-;4;3;2;2;1;1;1;1;1;1;2;1;4;4;5;2;-;-;2;3;2;2;9;1;1;-;2;2;3;-;1;-;2;-;3;-;171
"353530 Palmital";-;-;-;-;-;-;-;2;1;1;2;-;3;1;3;3;1;3;3;1;7;4;2;4;1;1;2;3;5;6;5;1;2;3;5;3;2;1;4;4;1;7;1;1;3;2;2;5;2;1;2;1;6;4;3;1;7;4;-;5;2;7;4;2;4;1;6;4;5;3;1;2;3;1;3;3;5;7;4;7;4;7;8;11;6;4;2;2;-;2;2;3;4;5;3;8;3;2;5;5;6;5;3;3;2;2;3;4;8;4;8;355
"353540 Panorama";-;-;-;-;-;-;1;3;1;2;2;2;1;-;3;-;2;1;-;2;1;3;3;3;6;2;2;2;2;4;-;2;1;1;-;1;1;2;1;1;3;2;1;3;2;2;1;2;3;3;3;4;1;1;-;-;1;4;-;-;5;2;1;3;1;3;1;2;3;1;1;1;3;1;1;2;1;2;-;-;1;1;5;-;2;4;2;-;4;2;4;-;2;1;2;1;-;3;3;2;2;2;3;1;2;1;3;1;1;3;1;187
"353550 Paraguaçu Paulista";-;-;-;-;-;-;3;4;2;4;4;1;2;3;2;3;1;1;2;4;2;3;5;6;2;4;-;4;3;2;6;2;3;-;1;5;8;3;5;9;7;1;10;3;5;7;5;8;5;3;6;6;8;6;5;5;10;1;6;10;6;8;5;7;7;3;6;5;3;4;4;5;6;11;7;4;4;8;10;1;3;7;3;9;5;6;5;5;6;2;7;5;3;1;6;8;7;7;4;2;8;3;4;4;5;6;3;5;1;1;2;483
"353560 Paraibuna";-;-;-;-;-;-;-;1;1;7;-;1;2;2;2;3;1;-;1;1;1;1;2;1;-;1;2;-;1;1;4;-;2;1;-;4;-;1;3;2;1;2;1;-;-;1;3;1;2;1;3;5;2;2;4;2;1;1;2;-;1;2;2;3;1;3;-;-;-;2;1;-;2;4;1;2;-;1;-;1;1;1;1;3;-;2;-;1;2;3;3;1;1;3;1;-;3;-;2;-;-;-;-;-;-;2;-;2;-;-;-;141
"353570 Paraíso";-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;-;-;1;-;-;-;-;-;1;3;-;1;1;1;1;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;3;3;-;-;-;-;2;-;-;2;2;2;1;-;-;1;-;-;1;2;2;1;2;2;2;-;1;1;-;1;-;-;-;-;1;-;-;-;1;-;1;-;4;-;-;-;3;1;2;-;-;67
"353580 Paranapanema";-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;2;-;1;-;1;-;3;2;3;1;2;1;2;4;6;2;2;1;-;-;-;-;3;1;1;3;1;-;-;1;-;1;-;-;2;-;1;-;2;-;1;2;1;-;-;5;-;1;2;3;-;-;-;1;-;2;1;-;4;2;1;1;2;4;3;1;1;3;4;2;3;1;3;1;-;2;3;5;-;2;5;1;-;1;3;2;2;2;2;1;3;1;3;-;2;-;149
"353590 Paranapuã";-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;2;-;-;-;-;1;1;5;1;-;1;1;1;-;-;-;-;-;-;2;-;2;-;1;-;-;-;-;1;-;1;-;1;3;-;1;1;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;1;2;-;-;-;1;-;1;-;3;-;-;2;2;-;1;-;1;1;1;-;2;1;-;1;1;2;2;-;-;-;1;-;-;-;-;-;-;-;-;-;60
"353600 Parapuã";-;-;-;-;-;-;-;-;1;1;-;1;-;2;-;-;1;-;-;-;-;-;-;-;1;4;1;1;3;-;1;1;1;1;2;-;1;-;-;-;1;1;-;1;1;-;4;-;-;1;-;1;-;2;-;-;-;1;4;1;2;1;1;5;2;2;1;1;1;2;-;-;1;1;1;-;-;-;1;1;-;2;1;1;1;-;1;3;1;2;1;1;1;1;-;3;2;-;-;1;1;1;3;-;-;1;-;1;-;2;-;95
"353610 Pardinho";-;-;-;-;-;-;1;-;-;-;-;1;2;-;3;2;-;1;-;2;2;-;1;1;-;1;-;1;1;-;-;-;3;1;1;1;-;-;-;-;-;-;1;-;-;2;1;2;5;-;1;2;1;2;1;3;3;4;2;2;2;1;1;-;-;1;1;-;2;2;-;1;2;-;1;-;2;1;-;1;1;1;1;3;1;3;2;1;2;-;2;1;-;-;4;4;3;2;2;2;3;1;1;3;4;2;2;1;2;2;1;132
"353620 Pariquera-Açu";-;-;-;-;-;-;1;-;1;2;1;4;1;-;1;1;-;3;2;3;4;2;7;2;-;1;3;5;2;1;-;1;-;1;2;2;-;4;2;2;1;1;2;1;3;-;-;6;-;1;-;-;2;2;-;1;-;2;1;2;4;1;1;-;-;1;-;-;2;2;-;3;1;2;1;2;2;1;3;2;1;2;-;1;-;-;2;2;1;-;2;1;1;1;2;3;-;-;-;1;1;1;1;-;2;1;3;1;-;3;1;148
"353625 Parisi";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;3;-;1;3;1;-;3;1;1;1;2;1;1;2;3;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;1;1;1;1;-;-;-;1;-;-;-;1;-;-;1;1;-;-;1;-;46
"353630 Patrocínio Paulista";-;-;-;-;-;-;1;4;2;1;1;1;1;2;-;-;-;2;-;-;-;-;7;1;1;3;2;4;1;3;1;2;2;-;-;1;-;1;1;3;-;2;3;1;3;2;1;-;-;-;3;1;2;1;-;1;1;-;2;1;-;1;-;2;1;1;-;2;-;1;1;1;-;-;2;2;1;2;2;2;2;1;2;1;1;3;-;-;-;-;4;1;1;1;-;1;1;3;1;1;1;3;2;3;1;-;1;3;2;4;1;138
"353640 Paulicéia";-;-;-;-;-;-;2;3;-;-;2;1;1;1;1;2;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;1;-;2;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;1;-;2;-;-;-;-;-;-;1;1;1;-;1;-;-;-;2;-;1;-;3;-;-;-;2;-;-;3;-;-;-;-;-;2;1;1;1;1;1;4;1;1;-;-;1;-;1;-;1;1;-;-;1;-;1;-;-;61
"353650 Paulínia";-;-;-;-;-;5;10;8;11;13;14;11;15;18;16;19;16;13;10;15;13;21;22;23;18;24;13;19;13;24;14;7;10;12;16;30;33;15;21;20;18;11;2;13;9;14;30;32;27;28;18;13;13;7;10;13;15;15;31;30;26;11;16;20;13;24;11;11;8;25;30;32;28;25;14;22;10;23;19;10;17;31;31;23;30;24;15;20;24;21;21;8;9;21;29;36;29;18;21;25;28;35;30;16;21;21;12;18;4;8;-;1935
"353657 Paulistânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;11
"353660 Paulo de Faria";-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;2;1;-;1;1;-;2;-;1;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;1;-;1;2;1;-;-;-;1;2;-;-;1;-;-;1;-;-;-;4;-;1;-;-;-;1;3;-;2;1;2;-;2;-;1;-;-;-;-;2;1;-;1;-;-;2;2;1;-;1;1;-;-;2;-;2;1;-;-;-;-;-;-;-;2;2;-;-;-;-;-;64
"353670 Pederneiras";-;-;-;-;-;-;-;8;5;6;8;4;2;4;4;2;4;7;1;1;3;7;3;6;3;4;1;3;4;4;2;-;3;7;3;2;3;3;1;2;2;1;4;2;-;4;3;1;5;2;3;3;2;1;1;1;2;2;5;3;7;3;3;8;1;4;7;3;8;4;6;3;8;3;8;6;6;7;7;5;7;4;5;3;10;2;3;2;5;2;4;2;4;5;1;7;9;4;1;6;12;5;4;5;3;6;6;7;6;4;2;420
"353680 Pedra Bela";-;-;-;-;-;-;-;-;2;-;-;-;1;-;1;1;-;1;3;-;-;-;1;1;2;-;-;-;1;1;-;-;-;3;-;-;-;-;-;-;1;2;1;-;-;1;-;-;-;1;3;-;-;1;1;2;1;-;-;-;1;1;-;-;2;-;2;2;1;-;-;-;1;3;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;1;1;1;1;1;-;-;1;2;-;-;-;-;1;-;1;-;60
"353690 Pedranópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;1;-;-;2;-;1;-;-;-;2;-;1;3;-;1;30
"353700 Pedregulho";-;-;-;-;-;-;-;-;2;2;1;-;1;1;-;1;-;2;2;-;1;-;3;2;1;2;2;3;1;1;4;2;1;-;1;-;-;2;-;1;2;1;2;1;-;2;2;-;3;2;1;-;2;-;1;1;1;4;2;3;1;-;-;1;2;2;-;2;-;3;1;2;2;-;2;2;1;1;2;4;2;1;2;2;3;1;2;1;-;-;-;1;2;1;-;4;3;1;1;5;-;3;1;-;-;-;1;1;-;4;1;140
"353710 Pedreira";-;-;-;-;-;-;-;-;6;4;4;3;4;-;1;4;6;1;2;2;-;1;1;6;6;1;3;3;3;2;2;2;1;5;2;5;3;1;2;-;2;3;1;1;2;3;-;2;6;3;2;5;5;2;1;2;4;2;3;3;2;2;4;1;1;-;5;2;3;8;-;5;-;4;6;-;1;3;4;2;3;6;4;2;-;4;7;3;1;3;2;4;1;4;2;4;2;1;4;-;2;3;2;4;2;3;2;11;3;8;2;290
"353715 Pedrinhas Paulista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;1;-;1;1;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;21
"353720 Pedro de Toledo";-;-;-;-;-;-;-;-;1;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;-;2;2;-;-;-;3;-;1;1;-;1;-;-;-;-;1;-;-;-;-;-;3;2;-;-;-;-;-;1;-;-;1;-;1;1;-;-;1;1;-;1;1;1;-;1;-;-;1;1;1;-;1;1;-;1;-;1;2;-;3;1;-;-;-;2;-;-;2;-;-;2;1;2;-;-;-;-;2;2;1;62
"353730 Penápolis";-;-;-;-;-;1;-;3;2;4;8;14;7;7;2;2;4;8;5;6;4;6;5;8;7;4;5;7;11;7;5;4;6;5;5;9;8;7;4;4;7;7;3;4;4;13;8;5;13;5;5;5;2;5;8;3;4;4;11;6;8;8;5;6;3;3;3;7;6;8;4;13;5;4;8;6;4;11;7;3;9;4;7;5;3;5;4;8;4;10;4;10;3;3;3;11;4;9;9;5;3;5;2;6;6;2;7;9;6;7;4;615
"353740 Pereira Barreto";-;-;-;-;-;1;1;2;1;1;-;1;-;2;1;4;3;4;2;2;2;2;3;2;3;2;-;1;2;1;2;3;2;-;1;1;2;-;2;2;1;-;1;1;-;2;2;3;3;-;-;3;3;2;2;1;2;1;-;1;2;-;-;1;1;2;2;-;-;1;-;-;-;1;2;1;2;-;-;1;-;-;4;5;1;-;3;-;2;3;1;-;-;2;1;2;3;4;4;-;1;2;4;-;3;1;3;2;2;4;7;166
"353750 Pereiras";-;-;-;-;-;-;-;1;-;1;-;-;-;1;3;1;1;-;1;2;-;1;1;2;2;2;4;1;1;1;3;2;2;-;-;1;1;-;1;1;-;1;-;1;1;1;-;-;1;-;4;-;-;2;-;1;-;-;2;1;1;3;-;2;2;-;-;-;-;2;3;1;3;1;2;-;-;1;-;4;1;2;1;3;1;3;-;3;2;2;2;1;3;1;-;2;2;1;-;-;2;6;-;1;-;-;-;1;3;-;1;121
"353760 Peruíbe";-;-;-;-;-;-;3;3;8;14;7;8;14;8;10;2;2;-;4;5;7;5;7;3;2;5;5;4;2;4;2;4;7;8;5;6;3;4;2;4;-;8;5;3;2;2;2;3;6;2;4;3;5;4;2;3;2;4;1;3;4;2;-;-;1;1;1;2;4;5;6;5;4;1;4;2;5;3;4;7;3;6;5;3;3;7;2;5;3;4;6;7;3;2;5;7;-;9;2;10;6;5;8;11;7;11;8;2;12;6;5;475
"353770 Piacatu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;1;-;-;1;1;-;2;3;-;4;2;1;1;-;1;-;2;-;1;-;2;-;1;-;1;1;-;-;-;1;-;-;-;1;-;1;-;3;3;2;-;1;-;1;-;1;1;-;1;-;-;-;-;-;1;-;-;2;-;2;1;-;1;-;-;-;-;-;-;2;2;-;3;2;-;-;-;-;-;2;-;-;-;1;2;2;-;-;-;68
"353780 Piedade";-;-;-;-;1;1;1;3;4;-;2;4;2;4;-;-;2;-;2;1;2;1;2;5;-;1;-;1;5;-;1;1;1;1;-;1;1;1;2;2;2;2;3;4;-;2;2;1;3;1;2;3;-;2;1;1;-;1;2;1;1;-;2;1;3;1;2;2;1;2;1;3;1;3;3;-;-;1;5;1;1;4;2;-;2;3;6;6;-;4;3;2;2;2;1;4;4;3;1;4;3;3;5;5;2;5;8;7;2;5;2;222
"353790 Pilar do Sul";-;-;-;-;-;-;1;3;2;3;2;2;3;2;2;-;1;5;1;2;4;2;2;1;5;1;3;1;1;2;1;-;-;-;2;-;-;1;4;2;2;-;1;-;-;1;1;1;-;2;-;2;1;1;1;3;-;4;1;2;8;2;-;1;-;2;-;-;4;-;2;5;1;-;1;-;2;-;2;1;2;-;-;4;1;3;2;2;4;2;2;1;3;3;2;2;2;3;2;7;4;2;2;5;1;-;3;1;2;2;1;185
"353800 Pindamonhangaba";-;-;-;-;-;-;7;8;6;6;7;7;13;9;12;12;11;14;12;8;9;6;13;5;11;11;7;6;8;10;8;15;5;16;14;5;9;6;8;10;14;10;8;10;9;7;6;7;6;6;8;17;9;5;6;10;6;2;13;3;10;16;7;4;10;10;7;9;11;11;15;8;8;12;8;7;9;9;8;6;12;15;15;12;14;14;16;19;4;14;8;5;9;10;9;15;11;17;12;19;13;7;9;13;15;10;10;9;6;8;8;1019
"353810 Pindorama";-;-;-;-;-;-;-;4;1;2;1;4;1;1;-;-;-;1;-;1;1;4;3;4;-;1;2;1;2;2;2;3;3;5;1;3;3;2;1;1;1;2;1;2;5;1;4;3;2;2;1;2;2;1;-;1;4;1;1;3;-;3;-;2;1;-;1;-;2;1;-;4;-;1;2;2;2;-;1;2;1;1;-;3;1;3;1;-;-;2;-;1;1;2;-;-;3;1;2;3;1;2;1;-;1;-;2;3;1;6;1;166
"353820 Pinhalzinho";-;-;-;-;-;-;-;1;-;3;-;1;1;1;2;1;4;-;-;2;3;1;2;1;1;1;-;-;2;1;1;-;1;-;1;2;-;1;-;1;2;1;1;-;-;1;1;-;-;-;2;-;-;-;-;-;3;2;1;1;2;2;1;1;-;-;1;1;2;2;3;-;2;1;2;1;3;1;-;4;3;4;1;-;1;3;1;2;1;2;4;1;-;4;2;2;2;-;-;1;4;1;-;2;2;-;1;1;-;3;1;128
